step,value_raw,value_ema_0.95
1,0.12149959802627563,0.12149959802627563
2,0.1221192479133606,0.12153058052062989
3,0.10813029855489731,0.12086056642234326
4,0.07472795993089676,0.11855393609777093
5,0.20300404727458954,0.12277644165661186
6,0.10600601881742477,0.12193792051465252
7,0.0561562106013298,0.11864883501898639
8,0.16379421949386597,0.12090610424273036
9,0.21348504722118378,0.12553505139165305
10,0.30303874611854553,0.13441023612799768
11,0.3790004253387451,0.14663974558853504
12,0.39415231347084045,0.1590153739826503
13,0.18466924130916595,0.1602980673489761
14,0.26951348781585693,0.16575883837232014
15,0.36634477972984314,0.1757881354401963
16,0.3484106659889221,0.18441926196763261
17,0.2828234136104584,0.1893394695497739
18,0.1824176162481308,0.18899337688469176
19,0.21624451875686646,0.1903559339783005
20,0.21284228563308716,0.19148025156103984
21,0.3436395823955536,0.19908821810276556
22,0.20458070933818817,0.1993628426645367
23,0.25153517723083496,0.2019714593928516
24,0.378258615732193,0.21078581720981868
25,0.18700732290744781,0.20959689249470015
26,0.3498871326446533,0.2166114045021978
27,0.35689598321914673,0.22362563343804526
28,0.39533886313438416,0.23221129492286222
29,0.22302354872226715,0.2317519076128325
30,0.32950490713119507,0.2366395575887506
31,0.2500118613243103,0.2373081727755286
32,0.21278861165046692,0.23608219471927552
33,0.3554345965385437,0.24204981481023893
34,0.4659131169319153,0.2532429799163228
35,0.27659666538238525,0.2544106641896259
36,0.405367374420166,0.2619584997011529
37,0.3663681149482727,0.2671789804635089
38,0.3195699453353882,0.26979852870710286
39,0.2985665202140808,0.2712369282824517
40,0.2422299087047577,0.269786577303567
41,0.25000518560409546,0.2687975077185934
42,0.3781750798225403,0.27426638632379075
43,0.269571453332901,0.2740316396742462
44,0.24650098383426666,0.27265510688224726
45,0.15895341336727142,0.26697002220649846
46,0.2654368281364441,0.2668933625029957
47,0.2973646819591522,0.26841692847580356
48,0.276017427444458,0.26879695342423626
49,0.33413222432136536,0.2720637169690927
50,0.2335335910320282,0.27013721067223945
51,0.28188177943229675,0.2707244391102423
52,0.2775430679321289,0.2710653705513366
53,0.3452724516391754,0.2747757246057286
54,0.2396232634782791,0.2730181015493561
55,0.25297749042510986,0.2720160709931438
56,0.18972444534301758,0.2679014897106375
57,0.19046050310134888,0.26402944038017306
58,0.23005938529968262,0.2623309376261485
59,0.3115474581718445,0.2647917636534333
60,0.35383206605911255,0.2692437787737173
61,0.30421799421310425,0.2709924895456866
62,0.21244506537914276,0.2680651183373594
63,0.5398977398872375,0.28165674941485336
64,0.15674607455730438,0.2754112156719759
65,0.3702250123023987,0.28015190550349706
66,0.2945713400840759,0.280872877232526
67,0.34203165769577026,0.2839308162556882
68,0.36073243618011475,0.2877708972519095
69,0.22129687666893005,0.28444719622276055
70,0.238408625125885,0.28214526766791675
71,0.27328434586524963,0.2817022215777834
72,0.2749841809272766,0.2813663195452581
73,0.3503088355064392,0.28481344534331715
74,0.3234272301197052,0.28674413458213655
75,0.3394474387168884,0.28937929978887417
76,0.2756083607673645,0.28869075283779866
77,0.31150346994400024,0.2898313886931087
78,0.1614527851343155,0.28341245851516905
79,0.19905322790145874,0.2791944969844835
80,0.2771572470664978,0.27909263448858423
81,0.2867295742034912,0.2794744814743296
82,0.29480594396591187,0.2802410545989087
83,0.2568076252937317,0.2790693831336499
84,0.27291446924209595,0.2787616374390722
85,0.2108643352985382,0.2753667723320455
86,0.34843161702156067,0.27902001456652126
87,0.3144519031047821,0.2807916089934343
88,0.4413491487503052,0.2888194859812778
89,0.358256459236145,0.29229133464402124
90,0.38108861446380615,0.2967311986350105
91,0.24006184935569763,0.2938977311710449
92,0.12176981568336487,0.28529133539666085
93,0.2565101683139801,0.2838522770425268
94,0.3147376775741577,0.2853965470691084
95,0.20971894264221191,0.28161266684776354
96,0.3390006721019745,0.2844820671104741
97,0.3952102065086365,0.2900184740803822
98,0.3035317063331604,0.29069413569302116
99,0.2912213206291199,0.2907204949398261
100,0.4942379295825958,0.30089636667196457
101,0.22365713119506836,0.2970344048981198
102,0.27075427770614624,0.2957203985385211
103,0.45110607147216797,0.30348968218520345
104,0.5033763647079468,0.3134840163113406
105,0.2729142904281616,0.3114555300171817
106,0.17064526677131653,0.3044150168548884
107,0.27483946084976196,0.3029362390546321
108,0.274821400642395,0.30153049713402025
109,0.30433332920074463,0.30167063873735644
110,0.23439857363700867,0.29830703548233906
111,0.30373597145080566,0.2985784822807624
112,0.3146025538444519,0.29937968585894686
113,0.2852061986923218,0.2986710115006156
114,0.23006583750247955,0.2952407528007088
115,0.32535237073898315,0.2967463336976225
116,0.22029240429401398,0.2929236372274421
117,0.1499977856874466,0.2857773446504423
118,0.4463391900062561,0.29380543691823297
119,0.23969697952270508,0.2911000140484566
120,0.2607145309448242,0.289580739893275
121,0.35934963822364807,0.29306918480979366
122,0.23737703263759613,0.2902845772011838
123,0.2843615412712097,0.28998842540468506
124,0.3791024684906006,0.2944441275589808
125,0.36036694049835205,0.29774026820594934
126,0.4040456712245941,0.3030555383568816
127,0.4582071900367737,0.3108131209408762
128,0.3854749798774719,0.31454621388770604
129,0.26378393173217773,0.3120080997799296
130,0.30889323353767395,0.3118523564678168
131,0.31629452109336853,0.3120744646990944
132,0.2362067699432373,0.30828107996130155
133,0.501093327999115,0.31792169236319223
134,0.3236895203590393,0.3182100837629846
135,0.3445606231689453,0.3195276107332826
136,0.19128096103668213,0.3131152782484526
137,0.26163583993911743,0.3105413063329858
138,0.3385466933250427,0.3119415756825886
139,0.3493120074272156,0.31381009726981995
140,0.3160759210586548,0.3139233884592617
141,0.25241658091545105,0.31084804808207117
142,0.21904753148555756,0.30625802225224547
143,0.30709198117256165,0.30629972019826124
144,0.33538171648979187,0.30775382001283774
145,0.38117358088493347,0.3114248080564425
146,0.5249751210212708,0.32210232370468395
147,0.3223561644554138,0.32211501574222046
148,0.4987809360027313,0.330948311755246
149,0.20164567232131958,0.32448317978354974
150,0.28761130571365356,0.32263958608005494
151,0.30826258659362793,0.3219207361057336
152,0.2281903326511383,0.31723421593300377
153,0.2920030355453491,0.31597265691362103
154,0.3257480561733246,0.3164614268766062
155,0.29095524549484253,0.31518611780751804
156,0.4331507384777069,0.3210843488410275
157,0.3416398763656616,0.3221121252172592
158,0.3545599579811096,0.3237345168554517
159,0.2719700336456299,0.3211462926949606
160,0.4282098412513733,0.32649947012278124
161,0.30240556597709656,0.32529477491549696
162,0.21799984574317932,0.31993002845688107
163,0.3397504687309265,0.32092105047058334
164,0.3544151484966278,0.32259575537188556
165,0.3923048973083496,0.32608121246870875
166,0.4136410355567932,0.33045920362311293
167,0.26912814378738403,0.32739265063132644
168,0.49929529428482056,0.33598778281400116
169,0.2816377580165863,0.3332702815741304
170,0.4994449019432068,0.3415790125925842
171,0.4321442246437073,0.3461072731951404
172,0.20263084769248962,0.33893345192000784
173,0.2551368176937103,0.33474362020869297
174,0.3156832754611969,0.3337906029713182
175,0.22167059779167175,0.32818460271233585
176,0.3713013529777527,0.3303404402256067
177,0.14850370585918427,0.32124860350728557
178,0.24812787771224976,0.31759256721753376
179,0.3591768741607666,0.3196717825646954
180,0.42589977383613586,0.32498318212826743
181,0.30500996112823486,0.3239845210782658
182,0.15834233164787292,0.3157024116067461
183,0.16916164755821228,0.3083753734043194
184,0.28048083186149597,0.30698064632717825
185,0.45354345440864563,0.3143087867312516
186,0.4013478457927704,0.31866073968432757
187,0.33020180463790894,0.31923779293200666
188,0.3693448305130005,0.32174314481105637
189,0.24541181325912476,0.3179265782334598
190,0.30042266845703125,0.31705138274463834
191,0.302063524723053,0.31630198984355906
192,0.3591318130493164,0.31844348100384695
193,0.2508113384246826,0.3150618738748887
194,0.37616586685180664,0.31811707352373464
195,0.3093072772026062,0.3176765837076782
196,0.6130855679512024,0.3324470329198544
197,0.33607494831085205,0.3326284286894043
198,0.32312291860580444,0.3321531531852243
199,0.4398927390575409,0.3375401324788401
200,0.3527545630931854,0.3383008540095574
201,0.3598208427429199,0.33937685344622553
202,0.23201003670692444,0.33400851260926046
203,0.24964362382888794,0.3297902681702418
204,0.45768222212791443,0.33618486586812546
205,0.4675277769565582,0.34275201142254713
206,0.1432158499956131,0.3327752033512004
207,0.3623530864715576,0.33425409750721824
208,0.22592318058013916,0.3288375516608643
209,0.4990158677101135,0.3373464674633268
210,0.26978111267089844,0.33396819972370534
211,0.21696999669075012,0.3281182895720576
212,0.35574665665626526,0.3294997079262679
213,0.23169633746147156,0.3246095394030281
214,0.48031115531921387,0.3323946201988374
215,0.47077247500419617,0.33931351293910533
216,0.17397883534431458,0.3310467790593658
217,0.3746115565299988,0.33322501793289744
218,0.22801443934440613,0.32796448900347286
219,0.3831959366798401,0.3307260613872912
220,0.34126555919647217,0.33125303627775027
221,0.4098413586616516,0.33518245239694533
222,0.30933550000190735,0.3338901047771934
223,0.19029182195663452,0.32671019063616547
224,0.33044466376304626,0.3268969142925095
225,0.4722481966018677,0.3341644784079774
226,0.36231619119644165,0.33557206404740064
227,0.2846342921257019,0.33302517545131566
228,0.4112434685230255,0.33693609010490116
229,0.3824857175350189,0.33921357147640707
230,0.354331910610199,0.33996948843309666
231,0.28229600191116333,0.33708581410699995
232,0.17410776019096375,0.32893691141119813
233,0.3011634945869446,0.32754824056998544
234,0.5341885089874268,0.3378802539908575
235,0.30099764466285706,0.3360361235244575
236,0.4024895429611206,0.33935879449629064
237,0.3039924204349518,0.3375904757932237
238,0.26867997646331787,0.33414495082672846
239,0.29393965005874634,0.33213468578832933
240,0.33270296454429626,0.3321630997261277
241,0.2201615571975708,0.3265630225996998
242,0.2958621084690094,0.3250279768931653
243,0.3168376088142395,0.32461845848921905
244,0.43593090772628784,0.3301840809510725
245,0.2750992178916931,0.32742983779810353
246,0.20400896668434143,0.32125879424241544
247,0.2827460765838623,0.3193331583594878
248,0.3244047164916992,0.31958673626609835
249,0.3874514698982239,0.32297997294770464
250,0.44307318329811096,0.328984633465225
251,0.28190290927886963,0.3266305472559072
252,0.5958635807037354,0.3400921989282986
253,0.2273952066898346,0.3344573493163754
254,0.30644550919532776,0.33305675731032297
255,0.4033801555633545,0.3365729272229745
256,0.5143716335296631,0.34546286253830893
257,0.27591830492019653,0.3419856346574033
258,0.4538128077983856,0.3475769933144524
259,0.2956552505493164,0.34498090617619565
260,0.31424185633659363,0.34344395368421554
261,0.38704198598861694,0.3456238552994356
262,0.3410084545612335,0.3453930852625255
263,0.1436171680688858,0.3353042894028435
